y,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,36401","0,01185","0,00397","0,00666","1,00000","5.432,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.069,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.594,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,41069","0,01185","0,00397","0,00666","1,00000","5.434,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.119,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.594,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,40960","0,01185","0,00397","0,00666","1,00000","5.433,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.118,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,36184","0,01185","0,00397","0,00666","1,00000","5.431,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.068,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,36076","0,01185","0,00397","0,00666","1,00000","5.431,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.067,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.595,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,40743","0,01185","0,00397","0,00666","1,00000","5.433,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.117,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.595,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,40634","0,01185","0,00397","0,00666","1,00000","5.433,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.116,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,35859","0,01185","0,00397","0,00666","1,00000","5.431,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.066,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,35751","0,01185","0,00397","0,00666","1,00000","5.430,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.065,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.595,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,40417","0,01185","0,00397","0,00666","1,00000","5.432,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.114,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.595,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,40308","0,01185","0,00397","0,00666","1,00000","5.432,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.114,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,35534","0,01185","0,00397","0,00666","1,00000","5.430,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.064,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,35426","0,01185","0,00397","0,00666","1,00000","5.430,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.063,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.595,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,40091","0,01185","0,00397","0,00666","1,00000","5.432,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.112,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.595,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,39983","0,01185","0,00397","0,00666","1,00000","5.431,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.112,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,35209","0,01185","0,00397","0,00666","1,00000","5.429,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.061,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,35101","0,01185","0,00397","0,00666","1,00000","5.429,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.061,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,39765","0,01185","0,00397","0,00666","1,00000","5.431,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.110,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,39657","0,01185","0,00397","0,00666","1,00000","5.431,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.110,00000","10,00000","145,00000","1.245,00000","0,00770","0,00846"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,34884","0,01185","0,00397","0,00666","1,00000","5.429,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.059,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,34775","0,01185","0,00397","0,00666","1,00000","5.428,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.059,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,39440","0,01185","0,00397","0,00666","1,00000","5.430,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.108,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,39331","0,01185","0,00397","0,00666","1,00000","5.430,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.107,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.395,00000","21,34559","0,01185","0,00397","0,00666","1,00000","5.428,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.057,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,34450","0,01185","0,00397","0,00666","1,00000","5.428,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.057,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,39114","0,01185","0,00397","0,00666","1,00000","5.430,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.106,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.596,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,39005","0,01185","0,00397","0,00666","1,00000","5.429,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.105,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,34234","0,01185","0,00397","0,00666","1,00000","5.427,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.055,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,34125","0,01185","0,00397","0,00666","1,00000","5.427,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.054,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,38788","0,01185","0,00397","0,00666","1,00000","5.429,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.104,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,38680","0,01185","0,00397","0,00666","1,00000","5.429,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.103,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,33909","0,01185","0,00397","0,00666","1,00000","5.427,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.053,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,33801","0,01185","0,00397","0,00666","1,00000","5.426,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.052,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,38462","0,01185","0,00397","0,00666","1,00000","5.428,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.102,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,38354","0,01185","0,00397","0,00666","1,00000","5.428,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.101,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,33584","0,01185","0,00397","0,00666","1,00000","5.426,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.051,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,33476","0,01185","0,00397","0,00666","1,00000","5.426,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.050,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,38137","0,01185","0,00397","0,00666","1,00000","5.428,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.100,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.597,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,38028","0,01185","0,00397","0,00666","1,00000","5.427,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.099,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,33259","0,01185","0,00397","0,00666","1,00000","5.425,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.049,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,33151","0,01185","0,00397","0,00666","1,00000","5.425,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.048,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,37811","0,01185","0,00397","0,00666","1,00000","5.427,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.098,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,37703","0,01185","0,00397","0,00666","1,00000","5.427,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.097,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,32934","0,01185","0,00397","0,00666","1,00000","5.425,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.047,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,37594","0,01185","0,00397","0,00666","1,00000","5.426,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.096,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,37486","0,01185","0,00397","0,00666","1,00000","5.426,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.096,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.600,00000","1.093,00000","5.692,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,32718","0,01185","0,00397","0,00666","1,00000","5.424,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.045,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,32610","0,01185","0,00397","0,00666","1,00000","5.424,00000","2,00000","1.805,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.045,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,37269","0,01185","0,00397","0,00666","1,00000","5.426,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.094,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,37160","0,01185","0,00397","0,00666","1,00000","5.426,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.093,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,32393","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.043,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.598,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,37052","0,01185","0,00397","0,00666","1,00000","5.425,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.093,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,32285","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.043,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,36944","0,01185","0,00397","0,00666","1,00000","5.425,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.092,00000","10,00000","145,00000","1.245,00000","0,00770","0,00847"
0,"1.599,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,36835","0,01185","0,00397","0,00666","1,00000","5.425,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00514","0,00421","7.091,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,32068","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.041,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,31960","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.688,00000","0,00116","0,00395","0,00513","0,00421","7.041,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.599,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,36618","0,01185","0,00397","0,00666","1,00000","5.424,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00514","0,00421","7.090,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,31852","0,01185","0,00397","0,00666","1,00000","5.422,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.040,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.599,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,36510","0,01185","0,00397","0,00666","1,00000","5.424,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.089,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.599,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,36401","0,01185","0,00397","0,00666","1,00000","5.424,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.089,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,31636","0,01185","0,00397","0,00666","1,00000","5.422,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.039,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,31527","0,01185","0,00397","0,00666","1,00000","5.422,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.038,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.599,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,36184","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.087,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.599,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,36076","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.086,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,31311","0,01185","0,00397","0,00666","1,00000","5.421,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.036,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,31203","0,01185","0,00397","0,00666","1,00000","5.421,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.036,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,35859","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.085,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,35751","0,01185","0,00397","0,00666","1,00000","5.423,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.084,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,30987","0,01185","0,00397","0,00666","1,00000","5.421,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.034,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.602,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,30770","0,01185","0,00397","0,00666","1,00000","5.420,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.033,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.602,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,30662","0,01185","0,00397","0,00666","1,00000","5.420,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.032,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,35317","0,01185","0,00397","0,00666","1,00000","5.422,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.082,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.600,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,35209","0,01185","0,00397","0,00666","1,00000","5.421,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.081,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.602,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,30446","0,01185","0,00397","0,00666","1,00000","5.419,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.031,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.602,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,30338","0,01185","0,00397","0,00666","1,00000","5.419,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.030,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,34992","0,01185","0,00397","0,00666","1,00000","5.421,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.080,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.601,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,34884","0,01185","0,00397","0,00666","1,00000","5.421,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.079,00000","10,00000","145,00000","1.245,00000","0,00770","0,00848"
0,"1.602,00000","1.093,00000","5.691,00000","1,00000","21,00000","61,00000","400,00000","32,00000","1.070,00000","33,00000","1.396,00000","21,30122","0,01185","0,00397","0,00666","1,00000","5.419,00000","2,00000","1.804,00000","6.687,00000","0,00116","0,00395","0,00513","0,00421","7.029,00000","10,00000","146,00000","1.245,00000","0,00770","0,00848"
